,Factor1,Factor2,Factor3
7264-bus,1.12,0.57,-1.34
7512-bus,0.62,0.12,-0.36
8090-bus,0.80,-0.39,1.13
10602-bus,1.59,-0.39,0.73
10189-bus,1.58,-0.75,1.39
10887-bus,0.63,-0.17,-0.06
9950-bus,0.62,-0.50,0.73
9890-bus,0.69,-0.49,0.69
12657-bus,1.15,-0.33,0.52
12756-bus,1.27,-0.34,0.39
1502-tram,0.61,0.07,-0.02
3815-bus,1.35,0.28,-0.98
9086-bus,0.89,-0.15,-0.13
7259-bus,1.16,0.62,-1.62
737-tram,1.93,-0.34,-0.31
1532-tram,0.88,0.06,-0.08
7160-bus,1.42,-0.43,0.14
726-tram,1.67,-0.41,0.01
12587-bus,0.56,-0.10,0.89
7518-bus,0.84,-0.01,-0.61
9196-bus,-0.88,-0.05,0.20
7438-bus,1.68,-0.40,0.34
7662-bus,1.49,-0.29,-0.08
1218-tram,0.96,-0.03,-0.55
11070-bus,0.79,0.13,-0.71
12694-bus,0.69,-0.52,1.26
10947-bus,0.77,0.19,-0.82
8117-bus,0.63,-0.10,0.03
7298-bus,0.68,-0.12,-0.20
8229-bus,0.59,-0.20,-0.08
7365-bus,1.02,-0.08,-0.46
11253-bus,0.76,0.03,-0.52
7234-bus,0.93,-0.13,-0.28
7431-bus,1.18,-0.03,-0.64
9528-bus,-0.75,0.04,0.32
7736-bus,1.16,0.12,-0.72
1223-tram,1.29,-0.02,-0.68
11298-bus,1.06,-0.02,-0.58
11289-bus,0.96,0.01,-0.60
11319-bus,1.03,-0.09,-0.48
11178-bus,0.25,-0.16,0.08
10827-bus,0.72,0.18,-0.75
8104-bus,1.32,0.03,-0.40
11337-bus,0.86,-0.18,-0.30
1211-tram,0.98,-0.03,-0.51
7715-bus,1.24,0.09,-0.85
6808-bus,0.88,-0.28,0.07
7771-bus,1.37,0.21,-1.03
8358-bus,0.73,-0.19,-0.35
8377-bus,0.66,-0.23,-0.25
8388-bus,0.59,-0.19,-0.38
9059-bus,0.95,0.17,-1.07
7743-bus,1.30,0.21,-0.97
7856-bus,1.26,0.25,-1.37
12719-bus,1.27,-0.35,0.36
11097-bus,1.39,0.05,-0.95
9054-bus,-0.01,0.00,-0.11
12598-bus,0.62,-0.19,0.69
10920-bus,1.24,0.08,-0.88
7476-bus,1.83,-0.23,-0.22
7817-bus,0.47,0.00,-0.31
12646-bus,0.69,-0.44,0.97
11091-bus,0.78,-0.64,2.08
8474-bus,0.65,0.42,-1.08
10644-bus,1.35,-0.02,-0.84
814-tram,1.75,-0.15,0.27
7866-bus,0.48,0.05,-0.35
10566-bus,0.57,-0.07,-0.42
8315-bus,1.47,-0.38,0.29
7413-bus,0.92,0.08,-0.35
7461-bus,-0.35,-0.53,1.39
7526-bus,-0.13,-0.54,1.32
9140-bus,1.21,0.11,-0.98
7404-bus,0.01,-0.51,1.19
8379-bus,1.10,0.14,-0.69
536-train,0.32,-0.20,-0.22
8395-bus,1.17,-0.05,-0.36
533-train,0.45,0.05,-0.66
5017-bus,0.67,-0.21,-0.32
12602-bus,0.69,-0.22,0.46
692-tram,1.79,-0.32,-0.37
1300-tram,-0.50,-0.18,0.67
6909-bus,1.04,-0.26,0.17
1282-tram,-0.86,0.26,-0.51
6939-bus,1.01,-0.19,0.18
11639-bus,1.65,0.25,-1.04
817-tram,1.79,-0.09,-0.03
1229-tram,1.01,-0.03,-0.58
8927-bus,0.25,-0.07,-0.04
8186-bus,1.61,-0.08,-0.75
8170-bus,0.86,-0.03,-0.58
7782-bus,2.04,-0.23,0.05
8135-bus,0.49,0.09,-0.65
8037-bus,0.26,0.19,-0.47
1560-tram,1.23,-0.04,-0.61
1552-tram,1.23,-0.09,-0.44
1558-tram,1.35,-0.05,-0.59
1555-tram,1.38,-0.05,-0.58
1548-tram,1.43,-0.09,-0.47
8810-bus,-0.38,0.52,-0.96
1546-tram,1.16,-0.13,-0.29
9851-bus,1.50,0.09,-1.05
11019-bus,0.54,-0.72,2.26
779-tram,1.22,-0.46,0.59
773-tram,1.22,-0.46,0.55
761-tram,0.86,-0.51,0.86
8506-bus,-0.08,0.02,-0.69
1312-tram,-0.83,-0.06,0.40
8100-bus,-0.31,0.30,-0.42
539-train,1.26,-0.09,-0.47
906-tram,1.28,0.15,-0.78
10440-bus,0.39,0.08,-0.41
7389-bus,1.00,0.11,-0.47
7393-bus,1.09,0.09,-0.44
7325-bus,1.11,0.14,-0.59
912-tram,1.24,-0.03,-0.44
909-tram,1.29,0.01,-0.56
7177-bus,2.33,-0.11,-0.69
899-tram,1.41,0.25,-0.97
917-tram,1.18,-0.25,0.21
10803-bus,0.73,-0.20,0.24
887-tram,1.31,0.40,-1.21
8164-bus,1.60,-0.47,0.45
7958-bus,1.25,-0.68,1.00
7916-bus,1.53,-0.62,0.76
5674-bus,0.83,0.28,-1.63
5752-bus,1.10,0.14,-1.38
1087-tram,0.93,-0.45,1.10
9492-bus,0.05,0.42,-0.74
1302-tram,1.08,-0.11,-0.42
8891-bus,-0.19,-0.21,0.53
7371-bus,0.80,-0.46,0.73
8058-bus,0.06,0.36,-0.88
1137-tram,0.57,-0.31,0.36
7003-bus,0.68,-0.43,0.29
9209-bus,-0.02,-0.16,0.19
9125-bus,0.21,0.65,-1.03
6966-bus,0.23,-0.44,0.48
7816-bus,2.51,-0.28,0.08
8900-bus,-0.14,0.53,-1.15
7789-bus,2.27,-0.24,0.05
678-tram,0.96,0.04,-1.04
7850-bus,1.54,-0.33,0.21
6086-bus,1.57,0.07,-1.09
8266-bus,0.89,-0.42,0.67
8159-bus,0.95,-0.43,0.64
10785-bus,0.74,0.08,-0.55
9210-bus,-0.68,-0.18,0.63
8999-bus,0.35,0.51,-1.42
8139-bus,-0.79,0.49,-0.66
7750-bus,0.38,-0.07,-0.14
7212-bus,1.84,-0.07,-0.73
747-tram,0.27,-0.37,0.72
753-tram,0.89,-0.46,0.70
1422-tram,0.39,0.03,0.11
1329-tram,-0.22,0.27,-0.87
10293-bus,0.58,0.01,-0.08
2927-bus,0.68,-0.17,-0.12
12693-bus,0.28,-1.05,3.95
8325-bus,-0.16,0.60,-0.77
725-tram,1.30,0.09,0.03
7712-bus,0.85,-0.53,0.61
7968-bus,0.73,-0.05,-0.36
7507-bus,0.36,-0.49,0.70
9573-bus,-0.29,0.50,-1.02
717-tram,1.56,0.03,-0.08
8922-bus,0.89,-0.01,-0.43
9570-bus,0.02,0.53,-1.09
1239-tram,0.97,-0.08,-0.46
1244-tram,0.61,-0.14,-0.18
9863-bus,0.70,0.37,-1.32
9326-bus,0.53,-0.14,-0.27
8567-bus,-0.45,0.85,-1.65
7585-bus,0.45,-0.13,-0.08
1338-tram,-0.15,0.21,-0.68
8381-bus,-0.27,0.54,-0.50
7524-bus,-0.30,-0.56,1.39
7559-bus,0.97,-0.48,0.75
8265-bus,-0.27,0.75,-1.32
7271-bus,2.93,0.29,-1.32
6234-bus,1.16,-0.14,-0.72
10884-bus,0.70,0.07,-0.57
478-train,1.29,-0.14,-0.75
7733-bus,1.20,0.09,-0.77
8199-bus,-0.57,0.71,-1.21
7892-bus,0.47,-0.66,1.37
743-tram,2.57,0.23,-0.76
741-tram,2.31,0.20,-0.61
10407-bus,0.88,0.07,-0.59
752-tram,2.22,0.21,-0.59
750-tram,1.87,0.20,-0.43
600-train,1.88,0.08,-1.22
7083-bus,0.74,0.01,-0.53
10527-bus,1.22,-0.30,0.42
8833-bus,-0.01,0.11,-0.35
10674-bus,1.38,-0.22,0.07
7006-bus,0.59,0.14,-0.88
6970-bus,0.67,0.21,-1.13
9892-bus,1.06,0.21,-0.91
6825-bus,-0.29,0.38,-1.22
6675-bus,-0.60,0.54,-1.67
6918-bus,0.30,0.26,-1.14
764-tram,0.57,-0.49,0.72
749-tram,0.72,-0.47,0.61
797-tram,1.80,-0.34,0.57
1258-tram,0.55,-0.06,-0.12
1567-tram,0.88,0.04,-0.74
1575-tram,0.56,0.05,-0.53
1573-tram,0.93,0.04,-0.73
1566-tram,1.43,0.02,-0.91
7745-bus,0.92,-0.51,0.88
8076-bus,1.17,0.15,-0.73
9423-bus,-0.97,-0.05,0.72
1579-tram,0.91,0.10,-0.53
9831-bus,0.85,-0.06,-0.46
9966-bus,0.01,-0.21,0.23
612-train,0.79,-0.45,0.36
9999-bus,0.50,-0.24,0.07
9969-bus,-0.22,-0.15,0.28
834-tram,1.06,-0.63,1.12
7903-bus,1.56,-0.62,0.85
833-tram,1.55,-0.60,0.84
1569-tram,2.15,-0.07,-0.58
1576-tram,1.71,-0.09,-0.38
11486-bus,0.82,-0.74,1.62
791-tram,1.08,-0.42,0.42
681-tram,1.35,0.06,-1.25
9981-bus,0.06,-0.02,0.04
7279-bus,0.50,-0.46,0.70
6889-bus,0.68,-0.30,0.35
768-tram,0.96,-0.48,0.72
9220-bus,0.68,-0.33,0.30
7619-bus,0.69,-0.54,0.78
8393-bus,0.12,0.63,-0.95
7949-bus,0.67,-0.65,1.55
1310-tram,2.39,0.07,-1.03
7230-bus,1.90,0.09,-1.23
1110-tram,0.64,-0.23,0.00
7914-bus,0.29,0.10,-0.27
9534-bus,-0.24,0.23,-0.09
1571-tram,1.21,0.05,-0.15
1530-tram,1.21,-0.07,-0.43
1323-tram,0.88,-0.05,-0.20
1315-tram,1.05,-0.04,-0.33
1332-tram,0.94,-0.03,-0.23
6263-bus,1.49,-0.16,-0.11
8342-bus,1.03,-0.13,-0.58
8324-bus,1.97,-0.05,-1.12
8361-bus,2.28,-0.01,-1.29
469-train,1.70,-0.16,-0.19
1294-tram,0.30,0.00,-0.29
6290-bus,1.44,-0.18,-0.04
8746-bus,0.97,0.01,-0.50
7220-bus,1.65,0.12,-0.19
734-tram,2.16,0.16,-0.44
9510-bus,0.74,-0.08,-0.64
1534-tram,0.53,-0.09,-0.12
9363-bus,0.69,-0.11,-0.52
7176-bus,1.85,-0.09,-0.67
463-train,0.50,-0.39,0.51
6671-bus,1.67,0.02,-0.63
9321-bus,-0.57,-0.23,0.28
6695-bus,1.89,0.06,-0.76
9291-bus,-0.70,-0.23,0.32
5910-bus,0.37,-0.39,0.56
9313-bus,1.05,-0.20,-0.25
9301-bus,0.80,-0.21,-0.11
7139-bus,1.87,0.02,-0.98
1537-tram,0.52,-0.10,-0.09
7763-bus,0.89,-0.47,0.91
9351-bus,0.16,-0.19,-0.11
8069-bus,1.30,-0.53,1.00
1359-tram,0.12,0.18,-0.69
7110-bus,2.09,0.02,-1.07
1353-tram,1.01,-0.05,-0.23
8815-bus,1.16,-0.01,-0.51
7270-bus,1.17,-0.19,-0.33
1320-tram,-0.71,-0.17,0.69
7213-bus,0.85,-0.21,-0.13
9094-bus,0.21,-0.18,0.13
7120-bus,1.59,-0.19,-0.47
1362-tram,0.92,-0.07,-0.15
7243-bus,2.11,-0.05,-0.84
1564-tram,1.65,0.01,-0.93
7247-bus,2.32,-0.24,-0.38
7195-bus,2.08,-0.28,-0.19
7957-bus,0.49,-0.52,1.44
7187-bus,1.50,-0.31,0.11
8624-bus,0.31,0.83,-1.67
7181-bus,0.82,-0.33,0.43
807-tram,1.78,-0.53,0.86
7844-bus,1.42,-0.28,0.14
5719-bus,0.79,0.20,-1.43
7133-bus,0.99,-0.02,-0.55
5710-bus,0.92,0.24,-1.57
10836-bus,0.59,-0.03,-0.24
614-train,-0.32,-0.08,-0.06
8860-bus,0.21,0.17,-0.41
10794-bus,1.43,-0.18,-0.14
8095-bus,1.11,-0.40,0.60
786-tram,0.98,-0.32,0.32
7748-bus,1.26,0.15,-0.83
7563-bus,0.88,-0.30,0.31
705-tram,1.32,0.16,-1.18
7668-bus,1.81,-0.37,0.61
9980-bus,0.65,-0.30,0.74
699-tram,1.31,0.21,-1.32
9992-bus,0.40,-0.29,0.87
7719-bus,0.91,-0.57,0.75
9971-bus,1.04,-0.29,0.49
9881-bus,0.87,-0.30,0.56
526-train,0.49,-0.01,-0.52
11109-bus,0.75,0.00,-0.69
738-tram,0.46,-0.47,0.71
7255-bus,0.33,-0.49,0.75
809-tram,1.52,-0.52,0.63
7359-bus,1.33,-0.16,-0.35
520-train,0.79,-0.06,-0.33
7671-bus,1.58,-0.30,-0.05
7144-bus,1.51,-0.27,-0.28
7351-bus,1.61,-0.15,-0.39
9135-bus,0.47,-0.21,0.05
9083-bus,0.02,-0.17,0.47
10011-bus,1.69,-0.07,0.25
9922-bus,1.83,-0.01,0.06
7661-bus,1.59,-0.29,-0.04
7760-bus,1.39,0.18,-0.96
7533-bus,2.33,0.00,-0.23
8360-bus,0.80,0.21,0.07
7193-bus,2.69,-0.08,-0.98
8312-bus,1.94,-0.39,0.14
8311-bus,2.11,-0.39,0.11
9244-bus,0.49,-0.36,0.58
9438-bus,0.74,0.31,-1.18
7577-bus,2.10,-0.10,0.02
8600-bus,-0.38,0.91,-1.74
714-tram,1.94,0.15,-1.38
11325-bus,0.72,-0.79,3.00
11480-bus,0.62,-0.56,2.57
11651-bus,0.45,-0.46,2.22
11609-bus,0.73,-0.42,2.02
11573-bus,0.61,-0.45,2.19
6761-bus,1.83,0.06,-0.72
9399-bus,0.31,-0.09,-0.05
11714-bus,0.60,-1.17,4.52
708-tram,1.03,-0.17,0.16
1574-tram,1.68,-0.11,-0.42
783-tram,1.73,-0.12,0.34
7343-bus,2.61,-0.11,-0.85
1246-tram,1.61,0.18,-0.71
774-tram,1.36,-0.23,-0.13
7408-bus,1.55,0.00,-0.65
7401-bus,1.15,-0.20,-0.21
7352-bus,2.39,0.16,-1.20
482-train,-0.04,0.13,-0.56
7443-bus,2.14,0.15,-0.44
7449-bus,1.47,0.06,0.08
5069-bus,0.14,0.11,-0.59
1240-tram,1.60,0.09,-0.53
1231-tram,2.00,-0.05,-0.40
7963-bus,1.07,-0.39,1.05
545-train,0.49,-0.43,0.46
6129-bus,0.87,-0.41,0.20
11393-bus,0.88,-0.14,-0.33
7773-bus,1.65,-0.32,0.35
7928-bus,1.54,-0.70,0.93
7770-bus,1.32,-0.39,0.66
7970-bus,1.41,-0.76,1.18
9958-bus,0.81,-0.23,-0.03
9927-bus,0.80,-0.24,-0.01
11450-bus,0.77,-0.17,-0.24
9886-bus,0.86,-0.22,-0.06
7309-bus,1.93,-0.36,0.10
9983-bus,0.47,-0.05,-0.42
7357-bus,3.14,0.31,-1.39
7288-bus,0.60,-0.49,0.98
7300-bus,1.22,-0.49,0.76
503-train,-0.04,-0.12,-0.18
7410-bus,3.14,0.22,-1.15
10078-bus,-0.51,1.81,-2.03
7468-bus,1.94,-0.26,-0.18
794-tram,1.80,-0.33,0.13
10118-bus,0.54,-0.20,0.00
798-tram,1.91,-0.34,0.49
9282-bus,-0.05,-0.04,0.43
10033-bus,0.92,-0.08,-0.47
10047-bus,1.21,-0.03,-0.77
514-train,1.70,-0.18,-0.57
9582-bus,0.78,-0.06,-0.29
3-train,1.34,-0.19,-0.43
8477-bus,0.77,0.17,0.16
9988-bus,0.66,-0.22,0.01
8132-bus,1.15,-0.56,0.86
9229-bus,-1.08,-0.09,0.33
511-train,0.53,0.10,-0.73
515-train,1.17,0.07,-0.88
465-train,2.18,-0.24,0.08
586-train,1.39,0.30,-1.07
9402-bus,-0.03,-0.20,0.44
9540-bus,0.35,-0.18,0.26
9558-bus,0.22,-0.15,0.21
9183-bus,0.02,0.02,0.34
8182-bus,0.80,-0.37,0.56
9646-bus,0.36,-0.13,0.12
9369-bus,-0.14,-0.08,0.13
1554-tram,2.23,-0.05,-0.56
9414-bus,0.66,-0.12,-0.07
1563-tram,1.88,0.01,-0.29
778-tram,1.56,-0.64,1.31
11621-bus,0.66,-0.84,2.11
8480-bus,-0.29,0.42,-0.12
713-tram,1.88,0.16,-1.39
7940-bus,1.35,-0.71,1.25
9733-bus,0.62,-0.32,0.63
8414-bus,-0.72,0.61,-0.95
7190-bus,2.26,0.10,-0.80
7183-bus,2.73,0.19,-0.98
1311-tram,2.33,0.07,-0.98
8640-bus,-0.86,0.32,0.98
9366-bus,0.89,-0.01,-0.83
9730-bus,0.60,0.03,-0.66
9462-bus,0.85,0.26,-1.30
8573-bus,0.27,0.36,-0.16
9104-bus,-0.18,0.40,-0.12
7969-bus,1.23,-0.43,1.28
9044-bus,-0.55,0.36,0.14
9270-bus,0.98,0.17,-1.27
9872-bus,0.12,-0.05,-0.27
9219-bus,1.46,-0.09,-0.50
8648-bus,0.14,0.68,-1.10
8990-bus,-0.26,0.33,0.12
9417-bus,1.30,-0.06,-0.52
9537-bus,1.32,-0.36,0.12
7485-bus,2.51,0.09,-0.50
7446-bus,1.87,-0.31,0.01
7459-bus,2.18,-0.26,-0.26
723-tram,2.68,-0.01,-1.16
720-tram,2.29,0.04,-1.16
7075-bus,2.20,0.02,-1.11
11705-bus,0.67,-0.82,2.18
7779-bus,1.71,-0.30,0.02
9901-bus,1.41,0.07,-0.63
9309-bus,-0.29,-0.20,0.54
8091-bus,1.10,0.06,-0.36
841-tram,0.95,-0.18,-0.16
8606-bus,0.10,0.62,-0.87
548-train,2.04,-0.34,-0.38
8981-bus,0.33,-0.08,0.42
7835-bus,2.24,-0.23,-0.32
9344-bus,0.96,-0.33,0.36
9535-bus,1.16,-0.34,0.35
9184-bus,0.60,-0.30,0.32
8876-bus,-0.05,0.27,0.22
8008-bus,1.27,-0.62,0.87
789-tram,0.46,-0.48,0.73
7283-bus,0.76,-0.46,0.73
7205-bus,2.35,0.19,-0.68
1267-tram,0.02,-0.13,0.26
8777-bus,0.44,0.08,0.14
8795-bus,0.33,0.14,-0.12
9951-bus,0.98,-0.12,-0.37
468-train,2.52,-0.25,-0.36
7948-bus,0.92,-0.70,1.33
9590-bus,1.32,-0.19,-0.16
822-tram,2.33,-0.21,-0.38
7514-bus,0.64,-0.53,0.81
788-tram,1.27,-0.52,0.59
777-tram,0.85,-0.52,0.68
8248-bus,1.03,-0.26,0.14
770-tram,2.09,0.10,-0.22
595-train,0.77,-0.48,0.46
598-train,0.12,-0.46,0.64
11025-bus,0.92,0.06,-0.80
592-train,-0.28,-0.11,0.00
9339-bus,0.86,-0.05,-0.37
8413-bus,1.98,-0.46,0.36
11474-bus,0.55,-0.69,3.07
11504-bus,1.13,-0.79,3.12
8801-bus,-0.26,0.20,-0.37
8522-bus,-0.41,0.67,-1.23
8483-bus,-0.48,0.60,-1.04
8462-bus,0.61,0.48,-1.14
8417-bus,0.51,0.43,-0.94
497-train,0.62,0.37,-1.37
11313-bus,1.08,-0.04,-0.87
8255-bus,1.07,-0.28,0.18
492-train,1.66,-0.03,-1.04
8014-bus,1.41,-0.62,1.75
7417-bus,2.03,0.11,-0.94
9676-bus,-0.13,0.29,-0.56
9393-bus,-0.06,0.26,-0.04
9192-bus,-0.12,0.40,-0.16
9420-bus,0.89,0.29,-1.32
9381-bus,0.96,0.11,-1.11
9759-bus,2.41,-0.20,-0.15
9231-bus,-0.13,0.36,-0.09
9258-bus,-0.08,-0.18,0.39
542-train,1.03,0.20,-1.49
7638-bus,1.96,-0.29,0.40
7728-bus,0.88,-0.60,0.91
828-tram,1.24,-0.76,1.25
8200-bus,1.79,-0.45,0.37
9483-bus,0.03,0.25,-0.20
1148-tram,0.68,-0.36,0.53
800-tram,2.17,-0.30,0.03
7740-bus,0.80,-0.55,0.91
810-tram,0.99,-0.69,1.13
1169-tram,1.33,-0.34,0.29
1170-tram,1.34,-0.33,0.26
7798-bus,2.59,-0.25,-0.03
806-tram,2.39,-0.26,-0.04
731-tram,2.92,-0.06,-1.07
767-tram,2.56,-0.22,-0.48
756-tram,2.57,-0.18,-0.59
7450-bus,2.51,-0.23,-0.45
7310-bus,2.79,-0.14,-0.82
830-tram,2.63,-0.34,0.45
813-tram,2.45,-0.27,0.11
9280-bus,0.41,-0.28,0.26
804-tram,1.23,-0.59,0.78
9955-bus,0.34,-0.24,0.12
1307-tram,1.06,-0.01,-0.42
1283-tram,1.10,-0.03,-0.47
7993-bus,2.31,-0.08,-0.54
1351-tram,1.09,-0.01,-0.23
8482-bus,0.65,-0.14,0.06
8594-bus,0.69,0.13,0.22
7252-bus,0.48,-0.48,0.57
776-tram,1.94,0.01,0.05
765-tram,1.83,0.11,-0.15
8384-bus,-1.11,0.05,0.06
1397-tram,1.13,-0.04,-0.03
1116-tram,0.76,-0.25,0.02
552-train,0.79,0.15,-0.47
7659-bus,1.79,-0.35,0.47
8566-bus,-0.57,0.00,0.87
1125-tram,0.74,-0.25,0.07
7924-bus,1.71,-0.64,0.86
9898-bus,1.52,-0.02,-0.82
9904-bus,1.78,0.02,-1.02
546-train,-0.01,-0.28,0.57
549-train,0.69,-0.23,0.17
11040-bus,1.00,-0.33,0.26
9850-bus,1.44,-0.06,-0.68
7316-bus,2.62,-0.21,-0.54
782-tram,2.29,-0.30,-0.13
8520-bus,0.62,-0.21,0.51
746-tram,3.11,-0.12,-0.95
11082-bus,0.96,-0.08,-0.36
762-tram,1.16,-0.19,-0.16
755-tram,1.91,-0.13,-0.63
509-train,0.41,-0.15,0.17
1377-tram,0.22,0.01,0.15
9101-bus,0.30,0.01,0.33
8714-bus,0.67,0.10,0.34
543-train,0.93,-0.28,0.21
8684-bus,0.54,0.08,0.35
9035-bus,0.36,0.00,0.37
8456-bus,-0.48,0.62,-1.09
8819-bus,0.62,0.27,-1.07
1196-tram,1.75,-0.16,-0.41
650-train,0.11,0.24,-0.80
8837-bus,1.00,0.29,-1.39
1224-tram,1.74,-0.12,-0.47
1199-tram,1.18,-0.16,-0.20
7320-bus,2.02,0.05,-1.15
9876-bus,2.16,-0.02,-0.14
9954-bus,1.99,-0.06,0.12
9965-bus,1.45,-0.09,-0.46
1200-tram,0.74,-0.10,-0.20
7909-bus,2.22,-0.20,-0.30
653-train,0.91,-0.09,-0.39
7806-bus,1.12,0.11,-0.83
8263-bus,1.20,-0.34,0.26
9844-bus,2.46,0.08,-0.91
11133-bus,0.91,0.02,-0.80
8696-bus,0.25,0.06,0.69
8759-bus,0.54,0.03,0.40
8161-bus,1.45,-0.48,0.65
9847-bus,2.61,0.00,-0.64
836-tram,2.45,-0.17,-0.41
8098-bus,1.46,-0.01,-0.29
8102-bus,1.45,0.02,-0.39
1515-tram,2.19,0.01,-0.65
1522-tram,2.33,0.00,-0.48
1531-tram,2.47,0.01,-0.69
842-tram,2.12,-0.13,-0.33
1518-tram,2.24,0.01,-0.90
1075-tram,1.25,-0.32,0.61
1154-tram,0.87,-0.32,0.36
8870-bus,0.49,-0.01,0.43
1167-tram,1.33,-0.33,0.27
9563-bus,0.93,-0.06,-0.44
9565-bus,0.93,0.06,-0.82
12014-bus,0.56,-0.26,1.58
12342-bus,0.27,0.04,0.68
12190-bus,-0.09,-0.11,1.19
12528-bus,1.32,-0.18,1.01
12119-bus,-0.06,-0.15,1.41
12579-bus,1.36,-0.18,1.02
12095-bus,-0.50,-0.24,1.88
12761-bus,0.86,-0.34,2.02
11900-bus,0.78,-0.45,2.13
11792-bus,0.59,-0.65,2.81
8750-bus,0.42,0.06,0.56
9395-bus,1.02,-0.32,0.28
8476-bus,0.77,-0.13,-0.01
9330-bus,0.99,0.30,-1.45
9522-bus,0.73,0.18,-1.08
829-tram,1.16,-0.35,0.29
793-tram,0.75,-0.33,0.43
787-tram,1.38,-0.31,0.15
12698-bus,0.75,-0.87,3.38
647-train,1.41,0.30,-1.07
8176-bus,1.63,-0.61,1.77
908-tram,1.25,-0.35,0.31
1288-tram,1.65,0.08,-0.67
563-train,1.70,-0.56,0.74
812-tram,2.45,-0.25,0.04
581-train,0.49,0.12,-0.55
781-tram,1.52,-0.32,0.14
748-tram,1.95,-0.37,0.16
769-tram,1.55,-0.36,0.27
1374-tram,1.20,0.05,-0.51
8005-bus,1.87,-0.49,1.31
843-tram,1.83,-0.62,0.82
837-tram,1.64,-0.65,0.96
7933-bus,1.64,-0.66,0.96
1048-tram,1.16,0.18,-0.86
7840-bus,1.87,-0.26,-0.08
709-tram,1.90,-0.33,0.04
1054-tram,1.26,0.02,-0.43
1191-tram,1.48,-0.21,-0.16
827-tram,2.39,-0.22,-0.36
8966-bus,0.44,0.00,0.41
9493-bus,0.95,-0.24,0.11
9571-bus,0.94,-0.10,-0.31
8653-bus,0.99,-0.10,-0.71
557-train,1.72,0.14,-0.44
757-tram,2.08,-0.28,0.23
618-train,-0.78,-0.22,0.51
9645-bus,1.23,-0.14,-0.20
560-train,1.65,-0.51,0.67
9081-bus,2.46,0.25,-1.53
9108-bus,2.63,0.31,-1.82
617-train,2.10,0.06,-1.22
1183-tram,1.16,-0.52,1.20
1207-tram,1.57,-0.30,0.41
851-tram,1.72,-0.57,1.28
819-tram,2.38,-0.35,0.35
8303-bus,0.30,0.05,-0.16
1063-tram,1.59,-0.09,-0.18
10953-bus,1.20,-0.23,-0.06
10893-bus,1.27,-0.18,-0.15
8473-bus,1.23,-0.17,-0.08
8661-bus,0.86,0.08,-0.92
751-tram,2.11,-0.33,0.11
831-tram,1.77,-0.63,0.88
821-tram,1.81,-0.61,0.89
8219-bus,1.17,-0.64,1.42
1303-tram,0.50,0.01,-0.03
874-tram,0.76,-0.63,1.35
869-tram,1.99,-0.43,0.28
877-tram,0.70,-0.88,2.21
880-tram,0.58,-0.97,2.53
865-tram,0.76,-0.32,0.36
760-tram,1.99,-0.23,0.18
868-tram,1.09,-0.38,0.44
763-tram,2.16,-0.21,0.11
754-tram,2.22,-0.31,0.15
815-tram,2.61,-0.24,-0.02
7990-bus,1.75,-0.41,1.11
1222-tram,1.94,-0.14,-0.15
844-tram,0.84,-0.26,0.11
847-tram,1.40,-0.36,0.25
8496-bus,0.14,0.02,-0.18
8-bus,-1.27,2.11,-0.34
1233-tram,1.24,-0.02,-0.65
8581-bus,0.67,0.04,-0.50
8536-bus,0.91,0.04,-0.88
8673-bus,0.90,0.06,-0.81
8291-bus,2.18,-0.39,0.08
1543-tram,2.17,0.02,-0.43
8672-bus,0.59,0.59,-0.98
1416-tram,0.89,0.03,-0.46
8774-bus,0.24,0.33,-0.06
8527-bus,1.64,-0.45,0.62
12696-bus,1.43,-0.38,-0.11
12513-bus,1.24,-0.47,0.24
12573-bus,1.12,-0.43,0.12
12560-bus,0.43,-0.16,0.68
8572-bus,1.54,-0.46,0.68
8693-bus,0.76,0.51,-0.81
8285-bus,2.04,-0.38,0.09
863-tram,2.10,-0.47,0.33
854-tram,1.98,-0.56,0.62
8185-bus,1.19,-0.66,2.01
12444-bus,1.07,-0.51,0.41
12728-bus,1.34,-0.31,-0.31
8752-bus,1.50,-0.28,0.02
862-tram,1.16,-0.33,0.21
474-train,1.40,0.00,-0.47
1177-tram,1.21,-0.42,0.89
1504-tram,1.58,-0.12,0.60
1503-tram,0.74,-0.23,1.36
530-train,0.90,0.02,-0.94
8278-bus,1.84,-0.38,0.15
825-tram,1.85,-0.35,0.35
7826-bus,2.15,-0.39,0.49
7837-bus,1.46,-0.36,0.49
1039-tram,0.80,-0.80,2.76
8575-bus,1.18,-0.56,1.10
8535-bus,1.68,-0.44,0.64
1507-tram,2.36,-0.02,-0.18
8620-bus,1.61,-0.41,0.51
883-tram,1.32,-1.04,2.53
8463-bus,1.85,-0.40,0.45
8664-bus,-0.42,0.51,0.42
8649-bus,1.58,-0.40,0.45
8626-bus,1.13,-0.15,-0.08
527-train,0.11,-0.19,0.08
8517-bus,1.58,-0.45,0.60
8299-bus,0.96,0.07,-0.42
8508-bus,1.63,-0.44,0.51
8587-bus,1.46,-0.49,0.67
8643-bus,1.30,-0.46,0.60
8811-bus,1.53,-0.31,-0.15
11915-bus,0.52,-0.89,3.69
554-train,2.47,0.16,-1.02
8892-bus,0.17,0.00,-0.38
8503-bus,1.50,-0.46,0.57
8439-bus,1.50,-0.42,0.46
8559-bus,1.71,-0.48,0.58
8284-bus,1.92,0.06,-0.64
